title,artist,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,time_signature
Hits 2020 - Mashup,"Trinix Remix, Trinix",spotify:track:45v4pDxE0VuSZOx81FtgBS,0.51,0.709,1.0,-7.194,0.0,0.162,0.128,1.48e-05,0.0653,0.662,142.51,45v4pDxE0VuSZOx81FtgBS,133591.0,5.0
As It Was,Harry Styles,spotify:track:4LRPiXqCikLlN15c3yImP7,0.52,0.731,6.0,-5.338,0.0,0.0557,0.342,0.00101,0.311,0.662,173.93,4LRPiXqCikLlN15c3yImP7,167303.0,4.0
About Damn Time,Lizzo,spotify:track:1PckUlxKqWQs3RlWXVBLw3,0.836,0.743,10.0,-6.305,0.0,0.0656,0.0995,0.0,0.335,0.722,108.966,1PckUlxKqWQs3RlWXVBLw3,191822.0,4.0
Alone Again,The Weeknd,spotify:track:2geUtMB7UX968R11pCoXbU,0.256,0.653,6.0,-7.972,0.0,0.0544,0.0337,0.113,0.168,0.0581,90.673,2geUtMB7UX968R11pCoXbU,250057.0,5.0
Too Late,The Weeknd,spotify:track:6BSAGCfWNAlx4dVlvxx9UT,0.64,0.869,4.0,-5.179,0.0,0.117,0.0518,0.000119,0.691,0.185,120.07,6BSAGCfWNAlx4dVlvxx9UT,239980.0,4.0
Hardest To Love,The Weeknd,spotify:track:1l9jzkxdLBds0cvhFl6FdQ,0.472,0.608,5.0,-7.873,1.0,0.0596,0.0966,7.51e-05,0.122,0.109,81.154,1l9jzkxdLBds0cvhFl6FdQ,211402.0,4.0
Scared To Live,The Weeknd,spotify:track:36USLDZeRdNxgBNqyxCyiP,0.564,0.493,0.0,-8.311,1.0,0.048,0.123,0.0,0.0995,0.212,87.825,36USLDZeRdNxgBNqyxCyiP,191299.0,4.0
Snowchild,The Weeknd,spotify:track:0zI9Oc8EePyYMPcALIBtpa,0.675,0.569,0.0,-7.684,1.0,0.0952,0.173,0.000126,0.123,0.295,147.819,0zI9Oc8EePyYMPcALIBtpa,247192.0,4.0
Escape From LA,The Weeknd,spotify:track:2GRjd6cijtmopZcPFrfXZi,0.385,0.506,5.0,-9.04,0.0,0.0433,0.067,0.00968,0.164,0.177,145.911,2GRjd6cijtmopZcPFrfXZi,355960.0,4.0
Heartless,The Weeknd,spotify:track:4lV0yS4aCcfJLCC1nSqf3f,0.616,0.756,10.0,-5.42,0.0,0.0685,0.0295,2.31e-06,0.116,0.224,85.029,4lV0yS4aCcfJLCC1nSqf3f,198267.0,4.0
Faith,The Weeknd,spotify:track:6JGR68guzmYZ0gw8UqpyQE,0.333,0.583,0.0,-7.284,0.0,0.0714,0.632,0.0583,0.145,0.133,87.757,6JGR68guzmYZ0gw8UqpyQE,283217.0,4.0
Blinding Lights,The Weeknd,spotify:track:6gtGE8Hm7F6BudiwEwr7JI,0.515,0.727,1.0,-5.962,1.0,0.0611,0.00159,0.000157,0.0883,0.334,171.008,6gtGE8Hm7F6BudiwEwr7JI,200046.0,4.0
In Your Eyes,The Weeknd,spotify:track:1SCOStBw3bLNrAw1xfMyhZ,0.667,0.72,7.0,-5.348,0.0,0.0331,0.00255,7.49e-05,0.0753,0.706,100.021,1SCOStBw3bLNrAw1xfMyhZ,237522.0,4.0
Save Your Tears,The Weeknd,spotify:track:1iXQiW5A7Y8DTjmKcJKXQD,0.684,0.817,0.0,-5.499,1.0,0.0308,0.0222,2.15e-05,0.439,0.623,118.059,1iXQiW5A7Y8DTjmKcJKXQD,215627.0,4.0
Repeat After Me (Interlude),The Weeknd,spotify:track:0kzq76ILTkvYbyrtEIYECy,0.559,0.619,0.0,-8.137,1.0,0.0299,0.0297,0.00103,0.104,0.107,95.017,0kzq76ILTkvYbyrtEIYECy,195816.0,4.0
After Hours,The Weeknd,spotify:track:3qNn8i35zfxvB2rdpnAoY9,0.659,0.572,5.0,-6.103,0.0,0.0305,0.0785,0.00762,0.123,0.14,108.967,3qNn8i35zfxvB2rdpnAoY9,361025.0,4.0
Until I Bleed Out,The Weeknd,spotify:track:5O16oyRCOKotNPXuTqlDWT,0.248,0.371,0.0,-9.976,0.0,0.0357,0.444,4.62e-05,0.0911,0.17,125.273,5O16oyRCOKotNPXuTqlDWT,192364.0,3.0
Nothing Compares - Bonus Track,The Weeknd,spotify:track:0Q3LtbsBRXJdyDRMJ5l4JO,0.524,0.577,1.0,-9.313,1.0,0.0358,0.00253,0.0443,0.234,0.0398,131.909,0Q3LtbsBRXJdyDRMJ5l4JO,222307.0,4.0
Missed You - Bonus Track,The Weeknd,spotify:track:1hg4cx4qaqWwDkBApYL8qG,0.716,0.364,5.0,-9.648,0.0,0.0866,0.107,9.23e-05,0.113,0.448,151.968,1hg4cx4qaqWwDkBApYL8qG,144540.0,4.0
Final Lullaby - Bonus Track,The Weeknd,spotify:track:1VXoKHGxTfQ1sTsIsw0vGX,0.604,0.26,11.0,-10.498,1.0,0.0373,0.841,9.33e-05,0.327,0.317,100.964,1VXoKHGxTfQ1sTsIsw0vGX,185689.0,3.0
Blinding Lights - Chromatics Remix,"The Weeknd, Chromatics, Johnny Jewel",spotify:track:1sMkodcfIcbJpaU2GzkEBH,0.62,0.648,8.0,-6.057,1.0,0.066,0.00965,8.1e-05,0.0641,0.73,171.065,1sMkodcfIcbJpaU2GzkEBH,261239.0,4.0
Save Your Tears - OPN Remix,"The Weeknd, Oneohtrix Point Never",spotify:track:2jrCb1oQM7uRw9Ap3MSFk3,0.68,0.842,0.0,-5.796,1.0,0.0524,0.278,3.38e-05,0.12,0.804,118.015,2jrCb1oQM7uRw9Ap3MSFk3,220803.0,4.0
Heartless - Vapor Wave Remix,"The Weeknd, Lil Uzi Vert, DaHeala",spotify:track:1XT8oWghmMGa31iW8x8zaT,0.544,0.729,1.0,-3.911,0.0,0.0981,0.105,0.0,0.127,0.2,74.965,1XT8oWghmMGa31iW8x8zaT,165354.0,4.0
After Hours - The Blaze Remix,"The Weeknd, The Blaze",spotify:track:5uU6YAJdLzh7PGqkXfTcke,0.605,0.536,0.0,-7.427,0.0,0.0496,0.426,0.161,0.087,0.279,109.016,5uU6YAJdLzh7PGqkXfTcke,238128.0,4.0
Scared To Live - SNL Live,The Weeknd,spotify:track:15ALUW7i1CJzSahiPfXM8x,0.458,0.642,0.0,-5.61,1.0,0.038,0.11,0.0,0.984,0.215,87.921,15ALUW7i1CJzSahiPfXM8x,217834.0,4.0
Dreamland,Glass Animals,spotify:track:45d0O3xhhDPV6fhT6aCu48,0.253,0.352,8.0,-11.509,1.0,0.0357,0.883,0.00191,0.0668,0.099,141.97,45d0O3xhhDPV6fhT6aCu48,203492.0,5.0
Tangerine,Glass Animals,spotify:track:5VGEgFZfWBoEOGb3Vlo3rU,0.845,0.583,9.0,-5.948,0.0,0.0773,0.114,0.000536,0.1,0.842,149.941,5VGEgFZfWBoEOGb3Vlo3rU,200584.0,4.0
((home movie: 1994)),Glass Animals,spotify:track:6NCCBhddr4YZZ9J8dYn92n,0.0,0.138,10.0,-23.307,0.0,0.0,0.964,0.0,0.0,0.0,0.0,6NCCBhddr4YZZ9J8dYn92n,7156.0,0.0
Hot Sugar,Glass Animals,spotify:track:5B9t3xqRqNzyb7MDNXOReG,0.705,0.487,0.0,-9.456,0.0,0.0587,0.0837,0.028,0.303,0.34,88.616,5B9t3xqRqNzyb7MDNXOReG,234866.0,4.0
((home movie: btx)),Glass Animals,spotify:track:6KuZvM8QVrJAlBaFIesPFy,0.0,0.226,5.0,-21.272,1.0,0.0,0.936,0.0254,0.676,0.0,0.0,6KuZvM8QVrJAlBaFIesPFy,13626.0,0.0
Space Ghost Coast To Coast,Glass Animals,spotify:track:07ElML4j2iR5k1E6C0Uqzj,0.903,0.529,8.0,-9.901,1.0,0.0623,0.105,0.00255,0.138,0.353,100.977,07ElML4j2iR5k1E6C0Uqzj,187384.0,4.0
Tokyo Drifting,"Glass Animals, Denzel Curry",spotify:track:3Sj4lCOlYVeHpkvuc9W5Vn,0.715,0.438,8.0,-9.874,0.0,0.0575,0.12,0.000139,0.107,0.418,128.905,3Sj4lCOlYVeHpkvuc9W5Vn,216822.0,4.0
Melon and the Coconut,Glass Animals,spotify:track:1Hdma8ZvM1xR986vCbkvrp,0.553,0.354,4.0,-15.02,1.0,0.0489,0.976,0.674,0.305,0.298,87.814,1Hdma8ZvM1xR986vCbkvrp,148706.0,4.0
Your Love (Déjà Vu),Glass Animals,spotify:track:3NAGZe9GWtE8Nvfj6huEzE,0.851,0.663,7.0,-7.168,1.0,0.0532,0.0167,0.363,0.103,0.605,108.004,3NAGZe9GWtE8Nvfj6huEzE,234372.0,4.0
Waterfalls Coming Out Your Mouth,Glass Animals,spotify:track:6rg8jKMFjOcjSVDSCH9SHK,0.649,0.553,11.0,-7.139,0.0,0.034,0.194,0.000553,0.178,0.322,149.004,6rg8jKMFjOcjSVDSCH9SHK,161790.0,4.0
It’s All So Incredibly Loud,Glass Animals,spotify:track:6wYner54Qinol6ymF27M7g,0.394,0.278,1.0,-13.28,0.0,0.033,0.598,0.169,0.0689,0.121,106.989,6wYner54Qinol6ymF27M7g,259060.0,4.0
((home movie: rockets)),Glass Animals,spotify:track:4BE8QFG5pA5aInt9pJ8U4X,0.397,0.275,0.0,-13.43,1.0,0.0363,0.0438,0.156,0.437,0.122,119.86,4BE8QFG5pA5aInt9pJ8U4X,60123.0,4.0
Domestic Bliss,Glass Animals,spotify:track:3qydsQ9n0hab0tGpwWajoj,0.657,0.357,9.0,-10.922,0.0,0.0699,0.708,8.28e-06,0.0803,0.336,114.994,3qydsQ9n0hab0tGpwWajoj,198035.0,4.0
Heat Waves,Glass Animals,spotify:track:02MWAaffLxlfxAUY7c5dvx,0.761,0.525,11.0,-6.9,1.0,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,02MWAaffLxlfxAUY7c5dvx,238805.0,4.0
((home movie: shoes on)),Glass Animals,spotify:track:65rQL8CRUnDHUHCilO2e8I,0.407,0.039,2.0,-23.676,1.0,0.0518,0.987,0.000638,0.0341,0.367,110.774,65rQL8CRUnDHUHCilO2e8I,31447.0,4.0
Helium,Glass Animals,spotify:track:5HIoYblPkVV5DWPTDmb4Jg,0.289,0.307,4.0,-16.036,1.0,0.0452,0.854,0.275,0.255,0.0477,96.516,5HIoYblPkVV5DWPTDmb4Jg,328232.0,4.0
Heat Waves - Diplo Remix,"Glass Animals, Diplo",spotify:track:6A53tLi9vpLhmgaEvzRyip,0.568,0.565,11.0,-7.187,1.0,0.338,0.116,0.0,0.428,0.403,137.075,6A53tLi9vpLhmgaEvzRyip,141898.0,4.0
Heat Waves - Shakur Ahmad Remix,"Glass Animals, Shakur Ahmad",spotify:track:1GBmQKcza0uFT6g5HjXHcp,0.754,0.591,8.0,-7.321,0.0,0.0986,0.259,1.53e-05,0.151,0.494,100.047,1GBmQKcza0uFT6g5HjXHcp,198095.0,4.0
SNAP,Rosa Linn,spotify:track:0QPRDC97rIQB3Jh3hrVJoH,0.563,0.639,0.0,-8.205,1.0,0.0684,0.107,1.06e-05,0.446,0.518,169.985,0QPRDC97rIQB3Jh3hrVJoH,179551.0,4.0
I'm Good (Blue),"David Guetta, Bebe Rexha",spotify:track:4uUG5RXrOk84mYEfFvj3cK,0.561,0.965,7.0,-3.673,0.0,0.0343,0.00383,7.07e-06,0.371,0.304,128.04,4uUG5RXrOk84mYEfFvj3cK,175238.0,4.0
I'm Good (Blue) - Extended,"David Guetta, Bebe Rexha",spotify:track:1xGmP8HasLB2Vcp0iBHeXP,0.703,0.637,7.0,-4.435,0.0,0.0412,0.00108,0.01,0.0713,0.485,128.008,1xGmP8HasLB2Vcp0iBHeXP,219048.0,4.0
Fly Away,Tones And I,spotify:track:5ri4zqtWhG07hIuNNDWP76,0.806,0.513,4.0,-6.208,1.0,0.0685,0.217,0.0,0.217,0.503,124.988,5ri4zqtWhG07hIuNNDWP76,178157.0,4.0
Unholy (feat. Kim Petras),"Sam Smith, Kim Petras",spotify:track:3nqQXoyQOWXiESFLlDF1hG,0.714,0.472,2.0,-7.375,1.0,0.0864,0.013,4.51e-06,0.266,0.238,131.121,3nqQXoyQOWXiESFLlDF1hG,156943.0,4.0
Wildberry Lillet,Nina Chuba,spotify:track:6yeZM8gyykjaf8w0GqRfK4,0.89,0.521,6.0,-7.048,0.0,0.169,0.078,0.0,0.0958,0.646,139.981,6yeZM8gyykjaf8w0GqRfK4,131893.0,4.0
Super Freaky Girl,Nicki Minaj,spotify:track:4C6Uex2ILwJi9sZXRdmqXp,0.95,0.891,2.0,-2.653,1.0,0.241,0.0645,1.77e-05,0.309,0.912,133.01,4C6Uex2ILwJi9sZXRdmqXp,170977.0,4.0
Numb Little Bug,Em Beihold,spotify:track:3o9kpgkIcffx0iSwxhuNI2,0.742,0.527,8.0,-6.892,0.0,0.0769,0.327,0.0,0.25,0.638,84.974,3o9kpgkIcffx0iSwxhuNI2,169238.0,4.0
B.O.T.A. (Baddest Of Them All) - Edit,"Eliza Rose, Interplanetary Criminal",spotify:track:39JofJHEtg8I4fSyo7Imft,0.736,0.906,0.0,-7.589,1.0,0.048,0.164,0.585,0.106,0.698,137.001,39JofJHEtg8I4fSyo7Imft,226627.0,4.0
B.O.T.A. (Baddest Of Them All),"Eliza Rose, Interplanetary Criminal",spotify:track:45bfH0GZvUyujIBiKRhXso,0.756,0.962,0.0,-7.526,1.0,0.0583,0.0671,0.703,0.194,0.749,136.981,45bfH0GZvUyujIBiKRhXso,358267.0,4.0
Let Me Love You,"KALUMA, Mr. Stache",spotify:track:6AUCY02Ic6CkfiuKbI49Xj,0.736,0.778,7.0,-4.489,0.0,0.0441,0.421,0.0,0.0971,0.662,119.986,6AUCY02Ic6CkfiuKbI49Xj,195484.0,4.0
Hold Me Closer,"Elton John, Britney Spears",spotify:track:72yP0DUlWPyH8P7IoxskwN,0.667,0.75,0.0,-4.602,1.0,0.0906,0.0746,0.000198,0.197,0.486,126.041,72yP0DUlWPyH8P7IoxskwN,202246.0,4.0
Supermodel,"Crystal Rock, Pule, Jay Rhydon",spotify:track:6zGKl7phaGPsLPBFx0XpFr,0.706,0.946,7.0,-3.965,1.0,0.343,0.00207,0.0,0.185,0.64,125.184,6zGKl7phaGPsLPBFx0XpFr,145021.0,4.0
I'M THAT GIRL,Beyoncé,spotify:track:1MpCaOeUWhox2Fgigbe1cL,0.554,0.535,5.0,-8.959,0.0,0.186,0.0616,1.32e-05,0.124,0.136,105.865,1MpCaOeUWhox2Fgigbe1cL,208014.0,4.0
COZY,Beyoncé,spotify:track:0mKGwFMHzTprtS2vpR3b6s,0.556,0.63,7.0,-8.15,1.0,0.102,0.000828,0.00468,0.155,0.367,149.147,0mKGwFMHzTprtS2vpR3b6s,210372.0,5.0
ALIEN SUPERSTAR,Beyoncé,spotify:track:1Hohk6AufHZOrrhMXZppax,0.545,0.641,10.0,-6.398,0.0,0.0998,0.00453,6.59e-05,0.171,0.464,121.892,1Hohk6AufHZOrrhMXZppax,215460.0,4.0
CUFF IT,Beyoncé,spotify:track:1xzi1Jcr7mEi9K2RfzLOqS,0.78,0.689,7.0,-5.668,1.0,0.141,0.0368,9.69e-06,0.0698,0.642,115.042,1xzi1Jcr7mEi9K2RfzLOqS,225389.0,4.0
ENERGY (feat. Beam),"Beyoncé, BEAM",spotify:track:0314PeD1sQNonfVWix3B2K,0.903,0.519,1.0,-9.151,1.0,0.26,0.281,0.000106,0.155,0.587,114.991,0314PeD1sQNonfVWix3B2K,116727.0,4.0
BREAK MY SOUL,Beyoncé,spotify:track:5pyoxDZ1PX0KxBxiRVxA4U,0.693,0.887,1.0,-5.039,0.0,0.0795,0.0581,2.71e-06,0.27,0.864,114.942,5pyoxDZ1PX0KxBxiRVxA4U,278282.0,4.0
CHURCH GIRL,Beyoncé,spotify:track:2mqTtvbKxH7SoEQ2oGAnsA,0.792,0.919,2.0,-5.688,1.0,0.276,0.0381,5.1e-06,0.368,0.22,92.028,2mqTtvbKxH7SoEQ2oGAnsA,224473.0,4.0
PLASTIC OFF THE SOFA,Beyoncé,spotify:track:6ufcuVInt0ocHrUimDjGlb,0.618,0.712,1.0,-8.246,1.0,0.114,0.14,4.53e-06,0.575,0.305,97.057,6ufcuVInt0ocHrUimDjGlb,254319.0,4.0
VIRGO'S GROOVE,Beyoncé,spotify:track:0Fl4eWzVaMUOdXcOrj6F1q,0.683,0.85,11.0,-5.042,0.0,0.0699,0.0781,1.09e-06,0.741,0.598,107.988,0Fl4eWzVaMUOdXcOrj6F1q,368758.0,4.0
MOVE (feat. Grace Jones & Tems),"Beyoncé, Grace Jones, Tems",spotify:track:5YLGlPYkZBDXieMwzVve7g,0.876,0.628,1.0,-6.595,1.0,0.0935,0.0165,0.0339,0.0938,0.809,118.028,5YLGlPYkZBDXieMwzVve7g,203383.0,4.0
HEATED,Beyoncé,spotify:track:1w7cgGZR86yWz1pA2puVJD,0.785,0.732,1.0,-5.724,1.0,0.164,0.0636,0.000807,0.265,0.496,110.952,1w7cgGZR86yWz1pA2puVJD,260771.0,4.0
THIQUE,Beyoncé,spotify:track:1LCm0lFnEsxR2oPqyHLGX9,0.823,0.536,5.0,-10.123,0.0,0.319,0.0616,0.0143,0.326,0.537,128.955,1LCm0lFnEsxR2oPqyHLGX9,244792.0,4.0
ALL UP IN YOUR MIND,Beyoncé,spotify:track:3k4CoiIQXiNBrwrmbBMDxj,0.744,0.577,9.0,-7.228,1.0,0.0631,0.0672,3.06e-06,0.178,0.0805,135.869,3k4CoiIQXiNBrwrmbBMDxj,169820.0,4.0
AMERICA HAS A PROBLEM,Beyoncé,spotify:track:2XMAWynSTIst5KmLSv0Npf,0.789,0.614,1.0,-6.491,1.0,0.0579,0.00348,0.00152,0.283,0.108,126.035,2XMAWynSTIst5KmLSv0Npf,198898.0,4.0
PURE/HONEY,Beyoncé,spotify:track:4DByEumlGTZKSzuVEZ35eo,0.857,0.558,1.0,-7.888,1.0,0.134,0.0122,4.8e-05,0.288,0.453,123.973,4DByEumlGTZKSzuVEZ35eo,288255.0,4.0
SUMMER RENAISSANCE,Beyoncé,spotify:track:3HyR1j49TY5ACP2lseF1jx,0.674,0.625,1.0,-9.593,1.0,0.0514,0.0843,0.0015,0.11,0.208,120.004,3HyR1j49TY5ACP2lseF1jx,273998.0,4.0
STAR WALKIN' (League of Legends Worlds Anthem),Lil Nas X,spotify:track:38T0tPVZHcPZyhtOcCP7pF,0.637,0.715,2.0,-4.971,0.0,0.0455,0.148,0.0,0.0892,0.308,141.872,38T0tPVZHcPZyhtOcCP7pF,210576.0,4.0
Celestial,Ed Sheeran,spotify:track:4zrKN5Sv8JS5mqnbVcsul7,0.574,0.852,2.0,-1.248,1.0,0.0397,0.0529,0.0,0.161,0.501,123.038,4zrKN5Sv8JS5mqnbVcsul7,209027.0,4.0
Lower Body (feat. Davido),"Chris Brown, Davido",spotify:track:2jARcMhrTB54EH2VxNvWpW,0.786,0.623,9.0,-4.959,1.0,0.118,0.0367,0.000277,0.105,0.281,110.112,2jARcMhrTB54EH2VxNvWpW,183827.0,4.0
Overtime,Chris Brown,spotify:track:6hecXwh6EZHcl6rZyJftKQ,0.586,0.808,9.0,-5.061,0.0,0.0447,0.203,0.0,0.13,0.455,95.979,6hecXwh6EZHcl6rZyJftKQ,274987.0,4.0
Under The Influence,Chris Brown,spotify:track:5IgjP7X4th6nMNDh4akUHb,0.733,0.69,9.0,-5.529,0.0,0.0427,0.0635,1.18e-06,0.105,0.31,116.992,5IgjP7X4th6nMNDh4akUHb,184613.0,4.0
"Outy When I Drive/Blamed (feat. Rich The Kid & Yella Beezy, feat. Rich The Kid, Yella Beezy & Sage The Gemini)","Chris Brown, Rich The Kid, Yella Beezy, Sage The Gemini",spotify:track:1DVgepjQjFsdAO94zvvwgQ,0.501,0.765,0.0,-4.911,1.0,0.336,0.195,0.0,0.222,0.433,160.12,1DVgepjQjFsdAO94zvvwgQ,390000.0,4.0
Nose Dive (feat. DaniLeigh),"Chris Brown, DaniLeigh",spotify:track:3K8i3vrlaBVjCC3TmjdaNe,0.779,0.568,10.0,-6.158,0.0,0.106,0.248,1.04e-05,0.105,0.51,96.993,3K8i3vrlaBVjCC3TmjdaNe,198000.0,4.0
Flashbacks,Chris Brown,spotify:track:1zv2bVCoZL8RyjBhna1NdV,0.526,0.544,1.0,-5.319,0.0,0.0567,0.529,0.0,0.134,0.48,149.908,1zv2bVCoZL8RyjBhna1NdV,172813.0,4.0
Problem With You,Chris Brown,spotify:track:44hWXFu2i4bteXLi2v7WyD,0.68,0.619,8.0,-5.181,0.0,0.0689,0.0329,0.0,0.0574,0.813,100.256,44hWXFu2i4bteXLi2v7WyD,134400.0,4.0
Going At It,Chris Brown,spotify:track:2UU228uDnGF1SDoRLow46p,0.664,0.616,6.0,-5.283,0.0,0.0507,0.124,0.0,0.233,0.538,100.003,2UU228uDnGF1SDoRLow46p,167987.0,4.0
Technology,Chris Brown,spotify:track:095vdwIq7YaHZLKtfGBSbk,0.522,0.59,10.0,-7.8,1.0,0.0671,0.0159,0.0,0.124,0.153,116.442,095vdwIq7YaHZLKtfGBSbk,208960.0,4.0
Tell Me How You Feel (feat. Tory Lanez),"Chris Brown, Tory Lanez",spotify:track:73LqQ2vShuHyHmWTftgAX7,0.42,0.709,11.0,-5.601,0.0,0.0616,0.0114,0.0,0.134,0.32,119.561,73LqQ2vShuHyHmWTftgAX7,209880.0,4.0
Indigo,Chris Brown,spotify:track:3SBsSCGkiKH2PhFeDE3j0l,0.596,0.754,3.0,-4.791,0.0,0.127,0.331,0.0,0.247,0.533,151.921,3SBsSCGkiKH2PhFeDE3j0l,192627.0,4.0
Back To Love,Chris Brown,spotify:track:4iizPigCsQ0XSCbb90CHST,0.73,0.922,5.0,-3.382,0.0,0.0611,0.0936,0.0,0.165,0.511,122.926,4iizPigCsQ0XSCbb90CHST,220480.0,4.0
Come Together (feat. H.E.R.),"Chris Brown, H.E.R.",spotify:track:0tgyi5mvvPNEZYUp5v5Qs1,0.505,0.597,3.0,-6.21,0.0,0.0691,0.0725,0.0,0.0954,0.241,82.137,0tgyi5mvvPNEZYUp5v5Qs1,234147.0,4.0
Temporary Lover (feat. Lil Jon),"Chris Brown, Lil Jon",spotify:track:5a2cLbHx0RXkBqyMiWp0N5,0.652,0.66,7.0,-5.417,1.0,0.0349,0.00586,0.0,0.623,0.574,105.053,5a2cLbHx0RXkBqyMiWp0N5,197440.0,4.0
Emerald / Burgundy (feat. Juvenile & Juicy J),"Chris Brown, JUVENILE, Juicy J",spotify:track:5dQ2TLdNyVVrJrdj9Qs8mz,0.443,0.743,1.0,-6.068,1.0,0.125,0.104,1.97e-05,0.106,0.413,86.98,5dQ2TLdNyVVrJrdj9Qs8mz,399320.0,4.0
Red,Chris Brown,spotify:track:4fu9hOmAVjBZZBOcCopEHl,0.344,0.802,5.0,-4.976,0.0,0.0832,0.153,0.0,0.134,0.292,177.297,4fu9hOmAVjBZZBOcCopEHl,218080.0,4.0
All I Want (feat. Tyga),"Chris Brown, Tyga",spotify:track:5gu7C9MNNpaoB3FO2wMLuW,0.67,0.653,10.0,-4.031,1.0,0.0795,0.026,0.0,0.412,0.146,82.031,5gu7C9MNNpaoB3FO2wMLuW,213653.0,4.0
Wobble Up (feat. Nicki Minaj & G-Eazy),"Chris Brown, Nicki Minaj, G-Eazy",spotify:track:39S2PDm4LQfDA8cyesk8PP,0.716,0.829,4.0,-4.311,1.0,0.271,0.14,0.0,0.137,0.704,190.038,39S2PDm4LQfDA8cyesk8PP,221053.0,4.0
Need A Stack (feat. Lil Wayne & Joyner Lucas),"Chris Brown, Lil Wayne, Joyner Lucas",spotify:track:4Yjrp7du26Q08iX1fXIYBX,0.856,0.842,10.0,-4.727,0.0,0.119,0.3,0.0,0.352,0.737,100.01,4Yjrp7du26Q08iX1fXIYBX,328800.0,4.0
Heat (feat. Gunna),"Chris Brown, Gunna",spotify:track:7xMKLSSbNVh754wBFq6BqT,0.619,0.613,0.0,-5.83,1.0,0.0796,0.0614,0.0,0.117,0.483,82.419,7xMKLSSbNVh754wBFq6BqT,232733.0,4.0
No Guidance (feat. Drake),"Chris Brown, Drake",spotify:track:5PDImM7DglB3cvlkHWWz2h,0.696,0.454,1.0,-6.756,0.0,0.153,0.123,0.0,0.155,0.136,92.928,5PDImM7DglB3cvlkHWWz2h,260640.0,4.0
Girl Of My Dreams,Chris Brown,spotify:track:2cSXhmzogOuEpRmHnMmlxM,0.357,0.472,10.0,-6.154,1.0,0.0361,0.0381,0.0,0.111,0.162,120.094,2cSXhmzogOuEpRmHnMmlxM,202000.0,4.0
Natural Disaster / Aura,Chris Brown,spotify:track:1iyW1FZbp00uStf3mvSVOp,0.446,0.635,11.0,-5.942,0.0,0.101,0.143,1.14e-05,0.211,0.162,92.944,1iyW1FZbp00uStf3mvSVOp,303120.0,4.0
Don't Check On Me (feat. Justin Bieber & Ink),"Chris Brown, Justin Bieber, Ink",spotify:track:67By5qKuAjPQS0daJLRAmt,0.661,0.395,7.0,-5.242,1.0,0.0333,0.873,0.0,0.112,0.679,82.028,67By5qKuAjPQS0daJLRAmt,204880.0,4.0
Sorry Enough,Chris Brown,spotify:track:2Ae7wOH13rIo9a9fxVZI5E,0.494,0.798,5.0,-4.33,0.0,0.113,0.0183,0.0,0.118,0.401,191.594,2Ae7wOH13rIo9a9fxVZI5E,265347.0,4.0
Juice,Chris Brown,spotify:track:3SURw9jAbjvYqVJZ4ZRaWs,0.577,0.696,2.0,-4.826,0.0,0.165,0.0344,0.0,0.11,0.353,109.9,3SURw9jAbjvYqVJZ4ZRaWs,205080.0,4.0
You Like That,Chris Brown,spotify:track:4J88PNpr1JyL3ayPLfYBhT,0.478,0.629,5.0,-4.052,1.0,0.0425,0.0393,0.0,0.136,0.305,99.225,4J88PNpr1JyL3ayPLfYBhT,184800.0,4.0
Troubled Waters,Chris Brown,spotify:track:1XCZEFzSVvsdlSJZokun2b,0.679,0.533,6.0,-5.459,1.0,0.0346,0.0213,0.0,0.112,0.502,91.955,1XCZEFzSVvsdlSJZokun2b,193053.0,4.0
Take A Risk,Chris Brown,spotify:track:6bY8YGVDEo4jFgGwU7M24R,0.67,0.846,1.0,-4.006,0.0,0.131,0.232,0.0,0.376,0.718,113.974,6bY8YGVDEo4jFgGwU7M24R,212627.0,4.0
Lurkin' (feat. Tory Lanez),"Chris Brown, Tory Lanez",spotify:track:75AzpK8frf1hggKXRonCXG,0.474,0.659,5.0,-5.389,0.0,0.152,0.0924,0.0,0.302,0.269,84.777,75AzpK8frf1hggKXRonCXG,169413.0,4.0
Trust Issues / Act In,Chris Brown,spotify:track:5AtFhSyD6TXeKiNt6EXS5n,0.546,0.546,1.0,-6.318,1.0,0.222,0.486,0.0,0.116,0.419,135.213,5AtFhSyD6TXeKiNt6EXS5n,298640.0,4.0
Cheetah,Chris Brown,spotify:track:74P988cLFYqTJ7wRyuNuQL,0.57,0.608,4.0,-6.529,0.0,0.0433,0.0926,0.0,0.109,0.221,93.851,74P988cLFYqTJ7wRyuNuQL,155733.0,4.0
Undecided,Chris Brown,spotify:track:0BK9AhqBOiVt0FfhMhJ0N9,0.407,0.612,5.0,-4.387,0.0,0.13,0.288,0.0,0.198,0.488,96.943,0BK9AhqBOiVt0FfhMhJ0N9,185000.0,4.0
BP / No Judgement,Chris Brown,spotify:track:4diY6g8HZEKE8A0fI7Wo5d,0.391,0.627,9.0,-5.673,1.0,0.0667,0.169,0.0,0.103,0.239,76.247,4diY6g8HZEKE8A0fI7Wo5d,380787.0,4.0
Side Nigga,Chris Brown,spotify:track:3EbR481eklwElnXpvtplvE,0.668,0.754,0.0,-4.528,1.0,0.0929,0.21,0.0,0.187,0.677,109.835,3EbR481eklwElnXpvtplvE,235640.0,4.0
