title,artist,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,time_signature
Ghost (Switch Remix) - Radio Edit,"Ella Henderson, Switch",spotify:track:5PIUfp3AmEOnZlY8fFIbhR,0.778,0.681,11.0,-6.315,0.0,0.0771,0.0987,3.54e-05,0.107,0.728,120.011,5PIUfp3AmEOnZlY8fFIbhR,220013.0,4.0
Ghost - Kastle Remix Radio Edit,"Ella Henderson, Kastle",spotify:track:54FQOcMFwXlGHAuB2gNS1y,0.695,0.908,4.0,-2.872,0.0,0.161,0.451,0.00966,0.125,0.265,112.97,54FQOcMFwXlGHAuB2gNS1y,216000.0,4.0
Ghost - Oliver Nelson Remix,"Ella Henderson, Oliver Nelson",spotify:track:4zFgZQEatsyUhLhDtClcKl,0.793,0.825,7.0,-2.708,0.0,0.0547,0.195,8.53e-06,0.0889,0.674,111.964,4zFgZQEatsyUhLhDtClcKl,304840.0,4.0
Intro,Alle Farben,spotify:track:06l9I35DiZrnoWg0Pervwb,0.253,0.223,5.0,-16.008,1.0,0.0416,0.836,0.761,0.0773,0.142,76.643,06l9I35DiZrnoWg0Pervwb,158600.0,3.0
Leaves,Alle Farben,spotify:track:1QW1qNqw3aX16xTWnxxWOW,0.263,0.513,11.0,-9.297,0.0,0.0796,0.0736,0.000407,0.146,0.306,217.517,1QW1qNqw3aX16xTWnxxWOW,212627.0,4.0
Down,Alle Farben,spotify:track:7wxnX2qARgf1DTrHhmRypF,0.791,0.459,0.0,-10.755,1.0,0.0465,0.142,0.399,0.0845,0.0857,115.013,7wxnX2qARgf1DTrHhmRypF,284547.0,4.0
She Moves,"Alle Farben, Graham Candy",spotify:track:6ggAYREO7PlFwI2vbOG3dp,0.833,0.497,7.0,-7.876,1.0,0.0739,0.291,0.000893,0.0954,0.627,116.98,6ggAYREO7PlFwI2vbOG3dp,197347.0,4.0
Synesthesia,Alle Farben,spotify:track:4wxabXCglYKlIgSPtaJLAH,0.771,0.703,2.0,-8.37,1.0,0.0379,0.0428,0.583,0.112,0.523,119.998,4wxabXCglYKlIgSPtaJLAH,388613.0,4.0
Blue,Alle Farben,spotify:track:4VDIYxqf4XEehPeF2ZCwad,0.685,0.371,7.0,-9.819,0.0,0.0338,0.649,0.929,0.529,0.554,119.99,4VDIYxqf4XEehPeF2ZCwad,274320.0,4.0
Sometimes,"Alle Farben, Graham Candy",spotify:track:1JvjXTE1Tcgey8up2uLuPT,0.825,0.576,9.0,-8.798,1.0,0.0397,0.173,0.00344,0.0826,0.327,123.019,1JvjXTE1Tcgey8up2uLuPT,204240.0,4.0
Because of You (feat. Lydmor),"Alle Farben, Lydmor",spotify:track:5hUUUeLPNaApUYRQbbUddY,0.679,0.755,8.0,-9.326,1.0,0.0458,0.57,0.00961,0.218,0.216,121.986,5hUUUeLPNaApUYRQbbUddY,229147.0,4.0
On and On (feat. Lydmor),"Alle Farben, Lydmor",spotify:track:1NbRxrzR5qLHNgPTXNYMVV,0.664,0.744,9.0,-8.605,0.0,0.0298,0.104,0.638,0.0997,0.48,115.993,1NbRxrzR5qLHNgPTXNYMVV,205293.0,4.0
Lonely Land (feat. Sway Clarke II),"Alle Farben, Sway Clarke",spotify:track:04bADrYogiRyMVvUwFnmEw,0.766,0.543,10.0,-9.316,0.0,0.0303,0.0264,0.000796,0.102,0.701,119.009,04bADrYogiRyMVvUwFnmEw,204080.0,4.0
Face to Facebook,Alle Farben,spotify:track:6J2EMu744d0exMayZwVQFj,0.18,0.469,7.0,-9.396,1.0,0.0325,0.121,0.946,0.124,0.0992,160.466,6J2EMu744d0exMayZwVQFj,242080.0,3.0
D. Punk,Alle Farben,spotify:track:1nZpNeD9jpndPs9EnQFPPy,0.585,0.593,9.0,-8.843,0.0,0.0351,0.00041,0.845,0.16,0.0388,116.958,1nZpNeD9jpndPs9EnQFPPy,245067.0,4.0
Metaphysik der Röhren,Alle Farben,spotify:track:6B2INPYognkkmZoYcn250Y,0.759,0.709,2.0,-11.609,1.0,0.0533,0.591,0.878,0.263,0.233,122.989,6B2INPYognkkmZoYcn250Y,416467.0,4.0
Wicked Wonderland - Radio Edit,Tungevaag,spotify:track:6vkrtvRDxwoou1LejCAi9u,0.699,0.812,6.0,-5.772,0.0,0.135,0.00461,0.0161,0.397,0.749,127.916,6vkrtvRDxwoou1LejCAi9u,217270.0,4.0
Wicked Wonderland - Extended Mix,Tungevaag,spotify:track:6YaJTFd6700C3FLM1XystV,0.783,0.686,6.0,-6.973,0.0,0.071,0.00357,0.0987,0.123,0.831,127.981,6YaJTFd6700C3FLM1XystV,309390.0,4.0
My Love (feat. Jess Glynne),"Route 94, Jess Glynne",spotify:track:61UQzeiIluhpzpMdY4ag3q,0.814,0.622,8.0,-7.573,1.0,0.0492,0.000132,0.72,0.0658,0.726,119.976,61UQzeiIluhpzpMdY4ag3q,259934.0,4.0
Top Down,Fifth Harmony,spotify:track:7p9IBJDHBbUh0vBUOsrW3C,0.831,0.677,1.0,-4.363,1.0,0.0429,0.244,1.34e-06,0.0443,0.759,101.025,7p9IBJDHBbUh0vBUOsrW3C,220320.0,4.0
BO$$,Fifth Harmony,spotify:track:1COvXs6jaykXC73h9OSBVM,0.813,0.872,9.0,-5.224,1.0,0.107,0.00621,0.0,0.0498,0.736,103.016,1COvXs6jaykXC73h9OSBVM,171413.0,4.0
Sledgehammer,Fifth Harmony,spotify:track:4rUTAkOU7OkVGeQuyQCHhF,0.671,0.777,2.0,-4.322,1.0,0.046,0.0057,0.0011,0.0783,0.289,99.98,4rUTAkOU7OkVGeQuyQCHhF,230907.0,4.0
Worth It (feat. Kid Ink),"Fifth Harmony, Kid Ink",spotify:track:41Fflg7qHiVOD6dEPvsCzO,0.884,0.765,8.0,-3.865,1.0,0.0882,0.063,7.04e-06,0.118,0.594,99.987,41Fflg7qHiVOD6dEPvsCzO,224573.0,4.0
This is How We Roll,Fifth Harmony,spotify:track:7JydqeSM1fobHuF3oye9JC,0.711,0.537,11.0,-5.806,0.0,0.0571,0.0726,0.0,0.286,0.409,127.924,7JydqeSM1fobHuF3oye9JC,272160.0,4.0
Everlasting Love,Fifth Harmony,spotify:track:5FTmUdgqcDTukNT8euZA8r,0.574,0.653,9.0,-4.678,0.0,0.129,0.126,4.49e-06,0.0607,0.726,94.886,5FTmUdgqcDTukNT8euZA8r,184507.0,4.0
Like Mariah (feat. Tyga),"Fifth Harmony, Tyga",spotify:track:3lao2enU6pehXrEsAR8Fdr,0.735,0.77,4.0,-4.851,1.0,0.143,0.112,0.0,0.129,0.492,97.981,3lao2enU6pehXrEsAR8Fdr,208187.0,4.0
Them Girls Be Like,Fifth Harmony,spotify:track:53wOz83HJpPO9okzp0IsLa,0.804,0.742,6.0,-3.894,1.0,0.0284,0.317,0.0,0.341,0.916,95.019,53wOz83HJpPO9okzp0IsLa,162627.0,4.0
Reflection,Fifth Harmony,spotify:track:02y4CADbBLKy1dpFsSeay5,0.722,0.614,1.0,-4.519,1.0,0.191,0.5,0.0,0.0422,0.753,150.288,02y4CADbBLKy1dpFsSeay5,188560.0,4.0
Suga Mama,Fifth Harmony,spotify:track:0ZFkjadl9AWqQ4gHrHUslI,0.728,0.855,0.0,-6.806,1.0,0.379,0.0768,0.0,0.07,0.723,160.037,0ZFkjadl9AWqQ4gHrHUslI,219133.0,4.0
We Know,Fifth Harmony,spotify:track:4ay1nveMI5wWNTZPfdvy1w,0.425,0.336,10.0,-7.606,1.0,0.0542,0.586,0.0,0.0729,0.294,83.926,4ay1nveMI5wWNTZPfdvy1w,177173.0,4.0
Going Nowhere,Fifth Harmony,spotify:track:1L8UB3t6kAR26nrdn3kYDq,0.615,0.861,10.0,-2.203,1.0,0.106,0.127,6.74e-05,0.602,0.682,165.914,1L8UB3t6kAR26nrdn3kYDq,214173.0,4.0
Body Rock,Fifth Harmony,spotify:track:4nZWFKgCK3FvlRqFGBhWdh,0.676,0.75,11.0,-5.205,0.0,0.0808,0.016,0.0,0.0988,0.407,128.037,4nZWFKgCK3FvlRqFGBhWdh,243600.0,4.0
Brave Honest Beautiful (feat. Meghan Trainor),"Fifth Harmony, Meghan Trainor",spotify:track:4AyleMuo6xd4bLkyxY9S3I,0.511,0.872,6.0,-3.588,1.0,0.145,0.147,0.0,0.357,0.704,99.314,4AyleMuo6xd4bLkyxY9S3I,208293.0,4.0
If I Were Sorry,Frans,spotify:track:6oDkCmfVcSd9NXAKk1b4Ll,0.735,0.612,5.0,-6.774,1.0,0.0517,0.289,4.12e-05,0.103,0.395,105.056,6oDkCmfVcSd9NXAKk1b4Ll,184060.0,4.0
Calm After The Storm,The Common Linnets,spotify:track:6C2GZHFFO8uXuMYCHiW5Y4,0.694,0.391,6.0,-11.089,1.0,0.0303,0.488,0.273,0.123,0.382,116.046,6C2GZHFFO8uXuMYCHiW5Y4,212693.0,4.0
Hungry Hands,The Common Linnets,spotify:track:4TocBWth17mfofROocwvEo,0.62,0.661,11.0,-8.209,0.0,0.0333,0.01,0.00408,0.111,0.483,117.982,4TocBWth17mfofROocwvEo,232987.0,4.0
Arms Of Salvation,The Common Linnets,spotify:track:3uKgWmEuxtsKt3elrXRVa8,0.415,0.653,7.0,-8.43,1.0,0.0586,0.0185,5.97e-05,0.12,0.432,195.719,3uKgWmEuxtsKt3elrXRVa8,149573.0,4.0
Still Loving After You,The Common Linnets,spotify:track:3ghBO6rzE71dMd97kjJnmN,0.489,0.495,4.0,-10.136,1.0,0.0282,0.522,2.83e-05,0.104,0.432,159.71,3ghBO6rzE71dMd97kjJnmN,234253.0,4.0
Sun Song,The Common Linnets,spotify:track:3RFOmBXT3t1Ft60N2dBKkv,0.596,0.559,0.0,-10.015,1.0,0.0377,0.363,1.37e-05,0.137,0.355,90.972,3RFOmBXT3t1Ft60N2dBKkv,166880.0,4.0
Lovers & Liars,The Common Linnets,spotify:track:5gfsrlpEFIJWvNcQYjGGSg,0.519,0.659,7.0,-7.014,1.0,0.03,0.00335,0.0,0.218,0.425,92.043,5gfsrlpEFIJWvNcQYjGGSg,216000.0,4.0
Broken But Home,The Common Linnets,spotify:track:7KzOURfRmhwA5TelzX2xbB,0.258,0.514,4.0,-7.403,1.0,0.0395,0.365,2.65e-05,0.203,0.325,54.117,7KzOURfRmhwA5TelzX2xbB,273027.0,4.0
Before Complete Surrender,The Common Linnets,spotify:track:6IdqUTk2MFjMLZjywcptGl,0.417,0.627,9.0,-9.154,1.0,0.0331,0.266,1.67e-05,0.12,0.219,103.574,6IdqUTk2MFjMLZjywcptGl,283360.0,4.0
Where Do I Go With Me,The Common Linnets,spotify:track:1cJ4S1EigJZvAET1UMETEx,0.57,0.334,11.0,-12.085,1.0,0.026,0.162,0.212,0.108,0.387,73.01,1cJ4S1EigJZvAET1UMETEx,216520.0,4.0
Time Has No Mercy,The Common Linnets,spotify:track:4yJRFO8xIh4nkS0DrOaZKD,0.589,0.847,7.0,-6.969,1.0,0.0306,0.0187,0.018,0.151,0.364,97.927,4yJRFO8xIh4nkS0DrOaZKD,168280.0,4.0
Give Me A Reason,The Common Linnets,spotify:track:1T6E9hcwlaw95qMTQNm0ry,0.494,0.74,5.0,-6.562,1.0,0.0306,0.00191,7.06e-06,0.107,0.367,147.844,1T6E9hcwlaw95qMTQNm0ry,221560.0,4.0
When Love Was King,The Common Linnets,spotify:track:4uVyaRsMvCrnV9DoduQLFs,0.441,0.597,5.0,-8.841,1.0,0.0458,0.00368,0.25,0.161,0.172,123.79,4uVyaRsMvCrnV9DoduQLFs,246840.0,4.0
Love Goes On,The Common Linnets,spotify:track:5VWGAkebuETSfhmje80eOY,0.422,0.34,7.0,-12.62,1.0,0.0281,0.336,0.00609,0.107,0.151,141.817,5VWGAkebuETSfhmje80eOY,233947.0,4.0
Take Me To Church,Hozier,spotify:track:3dYD57lRAUcMHufyqn9GcI,0.566,0.664,4.0,-5.303,0.0,0.0464,0.634,0.0,0.116,0.437,128.945,3dYD57lRAUcMHufyqn9GcI,241688.0,4.0
Angel Of Small Death & The Codeine Scene,Hozier,spotify:track:1SCXzqKZdif5b33POmzwI4,0.377,0.638,4.0,-5.754,1.0,0.0545,0.213,7.97e-05,0.12,0.369,92.644,1SCXzqKZdif5b33POmzwI4,219214.0,4.0
Jackie And Wilson,Hozier,spotify:track:5xo1Gj4WTssjQgQ0w03cf2,0.566,0.712,6.0,-4.201,1.0,0.0334,0.0687,1.3e-05,0.124,0.753,82.193,5xo1Gj4WTssjQgQ0w03cf2,223120.0,4.0
Someone New,Hozier,spotify:track:22sS7JkzeVeq4vOPCB6Fbj,0.593,0.539,7.0,-5.946,1.0,0.0349,0.407,2.31e-06,0.286,0.577,91.98,22sS7JkzeVeq4vOPCB6Fbj,222814.0,4.0
To Be Alone,Hozier,spotify:track:0fEKxq1mghyT0b867l4Jaf,0.558,0.433,0.0,-6.485,0.0,0.0259,0.363,0.000296,0.196,0.262,66.951,0fEKxq1mghyT0b867l4Jaf,323640.0,3.0
From Eden,Hozier,spotify:track:0bkW98npv8EsWQ2fXFzK56,0.395,0.676,0.0,-5.46,1.0,0.0498,0.608,4.86e-05,0.117,0.315,142.929,0bkW98npv8EsWQ2fXFzK56,283467.0,5.0
In A Week,"Hozier, Karen Cowley",spotify:track:10Wtj4WHh9APnWq5q21NDT,0.481,0.26,0.0,-12.241,1.0,0.0307,0.794,3.26e-06,0.142,0.169,131.319,10Wtj4WHh9APnWq5q21NDT,318493.0,3.0
Sedated,Hozier,spotify:track:4C4Pduzp8LfAtQXHAGQWM5,0.66,0.61,9.0,-5.161,0.0,0.026,0.2,1.1e-05,0.105,0.29,85.999,4C4Pduzp8LfAtQXHAGQWM5,207669.0,4.0
Work Song,Hozier,spotify:track:35PKfoynRpVFoAUE3D5Kc6,0.432,0.388,10.0,-7.687,1.0,0.1,0.776,0.0,0.112,0.256,177.549,35PKfoynRpVFoAUE3D5Kc6,229716.0,3.0
Like Real People Do,Hozier,spotify:track:4LGJ2pLDvTRnul3EcZoYkX,0.569,0.183,7.0,-14.371,1.0,0.0298,0.914,0.404,0.106,0.13,70.06,4LGJ2pLDvTRnul3EcZoYkX,198029.0,3.0
It Will Come Back,Hozier,spotify:track:1bk9P03MkZzlvTH4zPaOpX,0.36,0.441,0.0,-7.664,1.0,0.0397,0.404,4.93e-06,0.145,0.201,173.893,1bk9P03MkZzlvTH4zPaOpX,277655.0,4.0
Foreigner's God,Hozier,spotify:track:0yJi7eb2SosK5CsSnnqc5o,0.522,0.458,8.0,-7.655,1.0,0.0304,0.144,0.000299,0.11,0.36,89.009,0yJi7eb2SosK5CsSnnqc5o,225216.0,4.0
Cherry Wine - Live,Hozier,spotify:track:4Q66chx9WzqWcLItXoZ5r4,0.418,0.111,1.0,-14.848,1.0,0.0389,0.953,0.00342,0.0982,0.228,82.508,4Q66chx9WzqWcLItXoZ5r4,240147.0,4.0
Megalithic Symphony,AWOLNATION,spotify:track:7GGJLTu5hkblDIJDlhzp9y,0.338,0.6,8.0,-12.819,1.0,0.0568,0.505,0.0482,0.274,0.347,171.86,7GGJLTu5hkblDIJDlhzp9y,57680.0,4.0
Some Sort of Creature,AWOLNATION,spotify:track:2k9SWW55fNq861rJY4cdZM,0.715,0.604,4.0,-21.812,1.0,0.912,0.961,1.22e-05,0.468,0.133,102.605,2k9SWW55fNq861rJY4cdZM,26720.0,4.0
Soul Wars,AWOLNATION,spotify:track:1HHR4fe8itbuBT1lnL6nma,0.562,0.924,10.0,-4.603,0.0,0.0741,0.000667,0.00234,0.633,0.522,96.009,1HHR4fe8itbuBT1lnL6nma,217053.0,4.0
People,AWOLNATION,spotify:track:5hU63T1qjH5j1uCWlA4OUf,0.604,0.812,1.0,-4.977,1.0,0.0311,0.000764,9.28e-06,0.102,0.411,119.993,5hU63T1qjH5j1uCWlA4OUf,238067.0,4.0
Jump on My Shoulders,AWOLNATION,spotify:track:3jVwigvOsHmYL5fkBwDxKl,0.491,0.845,4.0,-4.202,1.0,0.0612,0.0186,0.0,0.17,0.467,180.031,3jVwigvOsHmYL5fkBwDxKl,248413.0,4.0
Burn It Down,AWOLNATION,spotify:track:4qziN8wOEyQORKb0G31kSf,0.716,0.863,7.0,-4.3,1.0,0.0492,0.0198,0.0987,0.537,0.441,98.517,4qziN8wOEyQORKb0G31kSf,165107.0,4.0
Guilty Filthy Soul,AWOLNATION,spotify:track:2q7FAZHzlDVbl3oXIjviBS,0.755,0.619,1.0,-7.439,1.0,0.249,0.277,0.00543,0.0821,0.506,171.959,2q7FAZHzlDVbl3oXIjviBS,213480.0,4.0
Kill Your Heroes,AWOLNATION,spotify:track:7DFk01bs34zPldpuAQsfwY,0.574,0.95,0.0,-6.297,1.0,0.0625,0.00996,9.58e-05,0.709,0.289,96.082,7DFk01bs34zPldpuAQsfwY,178840.0,4.0
My Nightmare's Dream,AWOLNATION,spotify:track:6HLPSDEl5l23F6wk8bY8Zy,0.741,0.145,0.0,-19.386,1.0,0.707,0.99,0.0,0.159,0.718,87.268,6HLPSDEl5l23F6wk8bY8Zy,26987.0,4.0
Sail,AWOLNATION,spotify:track:5N7d8uxMeuO4HdncbkuhSB,0.832,0.435,1.0,-9.598,1.0,0.0604,0.479,0.553,0.0952,0.279,119.057,5N7d8uxMeuO4HdncbkuhSB,259093.0,4.0
Wake Up,AWOLNATION,spotify:track:720gRUPsZBIzH7vX0wd5TN,0.646,0.851,5.0,-4.818,0.0,0.0297,0.026,3.93e-05,0.168,0.922,93.003,720gRUPsZBIzH7vX0wd5TN,182787.0,4.0
Not Your Fault,AWOLNATION,spotify:track:4cqe0Xf0Xq8Xl3IN6kdcTi,0.582,0.747,5.0,-5.229,1.0,0.0353,0.000692,0.0,0.0614,0.655,144.031,4cqe0Xf0Xq8Xl3IN6kdcTi,242467.0,4.0
All I Need,AWOLNATION,spotify:track:2T3MbA7HUKV6M8xnOQJ2cn,0.621,0.47,0.0,-6.641,1.0,0.0254,0.355,0.000605,0.365,0.172,80.995,2T3MbA7HUKV6M8xnOQJ2cn,217693.0,4.0
Knights of Shame,AWOLNATION,spotify:track:43gyLQpTHX1P2h9bUBwnuX,0.723,0.299,0.0,-5.404,1.0,0.0643,0.0326,0.00268,0.399,0.133,99.986,43gyLQpTHX1P2h9bUBwnuX,898373.0,4.0
Swinging from the Castles,AWOLNATION,spotify:track:12SrR6rzOEZBL6gHXGJJBf,0.777,0.623,5.0,-7.977,0.0,0.0701,0.423,0.00504,0.116,0.733,138.02,12SrR6rzOEZBL6gHXGJJBf,184507.0,4.0
Don't Do Drugs Just Take Some Jack Ü,"Jack Ü, Skrillex, Diplo",spotify:track:0iSGRQ1RNaG76qiXH03jyC,0.374,0.815,7.0,-6.894,1.0,0.0757,0.781,0.0,0.117,0.125,113.129,0iSGRQ1RNaG76qiXH03jyC,125000.0,4.0
Beats Knockin (feat. Fly Boi Keno),"Jack Ü, Skrillex, Diplo, Fly Boi Keno",spotify:track:4gwF1NiLbZl2uKJDS3AX9O,0.814,0.951,11.0,-1.981,1.0,0.0715,0.0118,0.0,0.628,0.264,104.003,4gwF1NiLbZl2uKJDS3AX9O,173077.0,4.0
Take Ü There (feat. Kiesza),"Jack Ü, Skrillex, Diplo, Kiesza",spotify:track:2RpKh7kXSdO8NLrW9VQ46p,0.542,0.879,6.0,-1.427,0.0,0.0921,0.0523,0.0,0.171,0.118,159.888,2RpKh7kXSdO8NLrW9VQ46p,210000.0,4.0
Febreze (feat. 2 Chainz),"Jack Ü, Skrillex, Diplo, 2 Chainz",spotify:track:48bSfSZaq9Aizbu4AWn4st,0.68,0.983,2.0,-3.51,1.0,0.333,0.0184,0.0,0.289,0.263,149.829,48bSfSZaq9Aizbu4AWn4st,214400.0,4.0
To Ü (feat. AlunaGeorge),"Jack Ü, Skrillex, Diplo, Aluna, AlunaGeorge",spotify:track:3UgSQu6WwrXfKKDq019IHE,0.485,0.928,10.0,-3.451,0.0,0.445,0.134,2.92e-05,0.217,0.348,160.165,3UgSQu6WwrXfKKDq019IHE,237000.0,4.0
Jungle Bae (feat. Bunji Garlin & MX Prime),"Jack Ü, Skrillex, Diplo, Bunji Garlin, Mx Prime",spotify:track:7yJzk64ul9PFgVFUYbEzZL,0.744,0.997,2.0,-1.325,1.0,0.13,0.0304,0.00256,0.0737,0.558,127.975,7yJzk64ul9PFgVFUYbEzZL,208125.0,4.0
Mind (feat. Kai),"Jack Ü, Skrillex, Diplo, kai",spotify:track:6ZpR2XFuQJSHAQwg9495KZ,0.502,0.777,1.0,-4.627,1.0,0.0934,0.117,2.91e-06,0.0957,0.356,174.153,6ZpR2XFuQJSHAQwg9495KZ,242069.0,4.0
Holla Out (feat. Snails & Taranchyla),"Jack Ü, Skrillex, Diplo, SNAILS, Taranchyla",spotify:track:3LDKrOek8eqZA52IeauhrW,0.639,0.989,6.0,-2.842,0.0,0.497,0.1,0.0,0.678,0.382,149.983,3LDKrOek8eqZA52IeauhrW,256000.0,4.0
Where Are Ü Now (with Justin Bieber),"Jack Ü, Skrillex, Diplo, Justin Bieber",spotify:track:66hayvUbTotekKU3H4ta1f,0.432,0.781,4.0,-4.038,0.0,0.0567,0.041,4.21e-06,0.0789,0.197,139.432,66hayvUbTotekKU3H4ta1f,250286.0,4.0
Take Ü There (feat. Kiesza) - Missy Elliott Remix,"Jack Ü, Skrillex, Diplo, Kiesza, Missy Elliott",spotify:track:4JJTel4WTX7VeyN3fe5CbS,0.52,0.898,6.0,-1.527,0.0,0.201,0.0853,0.0,0.163,0.13,159.855,4JJTel4WTX7VeyN3fe5CbS,210000.0,4.0
There's Nothing Holdin' Me Back,Shawn Mendes,spotify:track:3bBknFVxhFjBIFX91HcneQ,0.866,0.813,11.0,-4.063,0.0,0.0554,0.38,0.0,0.0779,0.969,121.998,3bBknFVxhFjBIFX91HcneQ,199440.0,4.0
Ruin,Shawn Mendes,spotify:track:6rKr29yPKnQNhOxXMYvE9Y,0.686,0.382,2.0,-6.68,1.0,0.0314,0.382,0.0,0.109,0.527,125.024,6rKr29yPKnQNhOxXMYvE9Y,241893.0,3.0
Mercy,Shawn Mendes,spotify:track:6EKvI1Beyh29HJoLJOdfw2,0.555,0.662,11.0,-4.952,0.0,0.0827,0.125,0.0,0.111,0.356,148.128,6EKvI1Beyh29HJoLJOdfw2,208733.0,4.0
Treat You Better,Shawn Mendes,spotify:track:3QGsuHI8jO1Rx4JWLUh9jd,0.444,0.819,10.0,-4.078,0.0,0.341,0.106,0.0,0.107,0.747,82.695,3QGsuHI8jO1Rx4JWLUh9jd,187973.0,4.0
Three Empty Words,Shawn Mendes,spotify:track:1vfLwrJnjFAVo9wE78zKYs,0.615,0.414,7.0,-9.826,1.0,0.0304,0.798,0.0,0.135,0.536,95.776,1vfLwrJnjFAVo9wE78zKYs,199013.0,4.0
Don't Be A Fool,Shawn Mendes,spotify:track:6RGh0LzwNcYNWYCdNJwHvG,0.473,0.339,11.0,-6.039,0.0,0.0364,0.596,0.0,0.103,0.265,175.264,6RGh0LzwNcYNWYCdNJwHvG,215773.0,3.0
Like This,Shawn Mendes,spotify:track:1nBpOzhk48RP7WNT2OOw9W,0.546,0.433,10.0,-7.894,1.0,0.0935,0.809,0.0,0.122,0.249,77.397,1nBpOzhk48RP7WNT2OOw9W,186947.0,3.0
No Promises,Shawn Mendes,spotify:track:5CRLZTiHict3Z9NDRBivxk,0.619,0.621,4.0,-6.763,0.0,0.082,0.322,0.0,0.188,0.466,101.992,5CRLZTiHict3Z9NDRBivxk,166053.0,4.0
Lights On,Shawn Mendes,spotify:track:22sC8OxlbvWNA4YxUzu11i,0.705,0.575,9.0,-6.353,1.0,0.0648,0.425,0.0,0.122,0.555,90.869,22sC8OxlbvWNA4YxUzu11i,201440.0,4.0
Honest,Shawn Mendes,spotify:track:4Y46EWgFZylXgqGfEBUEt1,0.821,0.601,9.0,-6.249,1.0,0.0626,0.249,0.0,0.0637,0.712,116.965,4Y46EWgFZylXgqGfEBUEt1,199187.0,4.0
Patience,Shawn Mendes,spotify:track:6C6o1thW23zGypBnWdTKec,0.553,0.571,3.0,-6.345,1.0,0.2,0.107,0.0,0.111,0.443,179.848,6C6o1thW23zGypBnWdTKec,175253.0,4.0
Bad Reputation,Shawn Mendes,spotify:track:07A4mFpXnuUrcRIc1S8ilz,0.413,0.697,11.0,-5.823,0.0,0.188,0.229,0.0,0.256,0.332,150.047,07A4mFpXnuUrcRIc1S8ilz,198227.0,3.0
Understand,Shawn Mendes,spotify:track:5VYgsWOawA5pqeYP5pJMFR,0.613,0.616,0.0,-6.33,1.0,0.39,0.355,0.0,0.0989,0.102,78.996,5VYgsWOawA5pqeYP5pJMFR,300987.0,4.0
Stay Closer,ZHU,spotify:track:2RXAV2yfhOAn9oZhoFdJzh,0.676,0.629,2.0,-9.47,1.0,0.0367,0.00147,0.173,0.0823,0.246,125.032,2RXAV2yfhOAn9oZhoFdJzh,271879.0,4.0
Faded,ZHU,spotify:track:20v8h3IiH0gQhBcqCoVd2p,0.863,0.461,9.0,-7.858,0.0,0.0505,0.00886,0.135,0.126,0.58,124.962,20v8h3IiH0gQhBcqCoVd2p,223485.0,4.0
Paradise Awaits,ZHU,spotify:track:4nTWiqunZmWvwneWAIgJhT,0.861,0.52,6.0,-8.462,0.0,0.161,0.107,0.154,0.14,0.421,123.996,4nTWiqunZmWvwneWAIgJhT,213444.0,4.0
Superfriends,ZHU,spotify:track:1m8CtrIArrdoKkyYJWxVsU,0.75,0.636,2.0,-7.922,1.0,0.0515,0.0129,0.00571,0.0525,0.588,111.993,1m8CtrIArrdoKkyYJWxVsU,261228.0,4.0
The One,ZHU,spotify:track:75QEW3l1Jt66WauqjpWt7K,0.868,0.646,9.0,-8.529,0.0,0.0604,0.11,0.594,0.0579,0.686,121.989,75QEW3l1Jt66WauqjpWt7K,303968.0,4.0
Cocaine Model,ZHU,spotify:track:7s0KbF80v2v7KOFkPtDqw4,0.771,0.634,9.0,-8.781,0.0,0.0606,0.252,0.186,0.146,0.324,120.036,7s0KbF80v2v7KOFkPtDqw4,254165.0,4.0
Faded (Tâches Remix),ZHU,spotify:track:4GmsNBIl2zblCQd1KFy5TX,0.987,0.406,2.0,-9.448,0.0,0.224,0.0404,0.254,0.0777,0.358,123.003,4GmsNBIl2zblCQd1KFy5TX,300174.0,4.0
Faded (Amtrac Remix),ZHU,spotify:track:6c1InAYf4KtjONPvo41F6s,0.709,0.807,5.0,-7.084,0.0,0.0389,0.00132,0.604,0.87,0.174,128.02,6c1InAYf4KtjONPvo41F6s,317692.0,4.0
Faded (Lido Remix),ZHU,spotify:track:0k94wMYbm6ctikfxbB4KYu,0.733,0.484,2.0,-11.995,0.0,0.388,0.0694,0.000776,0.063,0.0861,127.981,0k94wMYbm6ctikfxbB4KYu,264204.0,4.0
Paradise Awaits Part. 2 (feat. Goldlink),"ZHU, GoldLink",spotify:track:6gaQymfNC2c3YtJpe96LwY,0.781,0.536,1.0,-10.235,0.0,0.118,0.056,0.00622,0.245,0.291,123.943,6gaQymfNC2c3YtJpe96LwY,159483.0,4.0
Paradise Awaits (FKJ Remix),ZHU,spotify:track:5BXj2l3mbWyBen4gIAKmpV,0.747,0.713,6.0,-8.238,0.0,0.0502,0.507,0.000163,0.0945,0.546,123.951,5BXj2l3mbWyBen4gIAKmpV,270009.0,4.0
Paradise Awaits (LCAW Remix),ZHU,spotify:track:20cn2XGtOrCZnRqSq0PTX2,0.774,0.675,9.0,-9.414,0.0,0.112,0.144,0.037,0.12,0.447,124.942,20cn2XGtOrCZnRqSq0PTX2,406477.0,4.0
